Date,Open,High,Low,Close,Adj Close,Volume
03/01/2007,232.129913,237.440018,229.694046,232.921951,232.921951,15470700
04/01/2007,233.624313,241.071411,233.300537,240.727692,240.727692,15834200
05/01/2007,240.349106,242.839783,238.162308,242.685349,242.685349,13795600
08/01/2007,242.934418,244.020355,240.199677,240.8871,240.8871,9544400
09/01/2007,241.818604,243.213379,239.701538,241.843506,241.843506,10803000
10/01/2007,241.310516,245.853485,240.119965,243.816116,243.816116,11981700
11/01/2007,247.671661,249.938171,247.163574,248.926956,248.926956,14470400
12/01/2007,250.057724,251.557098,249.066437,251.557098,251.557098,8980800
16/01/2007,252.827347,255.54216,250.710281,251.198441,251.198441,15194500
17/01/2007,250.755112,252.936935,246.266937,247.711517,247.711517,13448300
18/01/2007,246.33667,247.313004,242.804901,243.004166,243.004166,11908400
19/01/2007,243.078888,244.463684,242.461197,243.960571,243.960571,9993800
22/01/2007,245.330444,245.405167,238.356583,239.522217,239.522217,10849100
23/01/2007,239.497299,241.46991,237.753845,238.630554,238.630554,9365900
24/01/2007,241.320465,248.837296,240.74263,248.60318,248.60318,12164000
25/01/2007,249.564575,251.308029,241.923218,243.133682,243.133682,12784700
26/01/2007,244.54837,248.020355,242.605652,246.994202,246.994202,11034100
29/01/2007,248.070175,248.443771,244.334183,245.315491,245.315491,9587100
30/01/2007,246.077637,248.070175,244.692825,246.237045,246.237045,8392200
31/01/2007,247.317993,251.557098,246.829819,249.813644,249.813644,24503600
01/02/2007,252.055237,252.060211,239.865921,239.97551,239.97551,31434700
02/02/2007,240.4039,241.594452,238.012863,239.850983,239.850983,12620000
05/02/2007,237.858444,238.107513,232.224564,232.707748,232.707748,14467800
06/02/2007,233.175995,235.766296,232.757568,234.859695,234.859695,10683600
07/02/2007,236.025314,236.289337,233.514725,234.127426,234.127426,8270400
08/02/2007,233.151093,235.990448,231.706512,234.635529,234.635529,8183900
09/02/2007,234.944366,235.457443,229.888321,230.082596,230.082596,9753600
12/02/2007,229.479858,230.331665,226.660416,228.289322,228.289322,11552100
13/02/2007,228.717712,230.525925,227.776245,228.69281,228.69281,8155600
14/02/2007,229.141129,233.689072,228.752579,232.095047,232.095047,11440200
15/02/2007,232.129913,232.194672,229.499771,229.873383,229.873383,8115000
16/02/2007,230.535889,234.197174,230.167282,234.09256,234.09256,12400200
20/02/2007,233.360306,235.49231,231.487335,235.168533,235.168533,8165600
21/02/2007,234.042755,238.446243,232.996674,237.041504,237.041504,11323400
22/02/2007,238.451233,241.215866,236.30925,237.03653,237.03653,11530700
23/02/2007,236.98671,237.584473,233.026566,234.43129,234.43129,7794200
26/02/2007,235.532166,236.737656,231.009125,231.596924,231.596924,7969500
27/02/2007,226.650452,229.041489,222.750076,223.547089,223.547089,18695300
28/02/2007,224.364029,225.987946,220.692795,223.885818,223.885818,16124700
01/03/2007,220.508484,225.36528,219.178467,223.278091,223.278091,17435400
02/03/2007,221.723923,223.512222,218.520935,218.520935,218.520935,13216400
